Id,SalePrice
1461,125153.37
1462,162520.61
1463,195872.05
1464,205937.75
1465,184632.53
1466,186871.83
1467,174250.5
1468,177695.77
1469,195872.05
1470,130254.26
1471,196492.95
1472,95812.35
1473,97114.41
1474,156964.94
1475,139111.14
1476,442196.97
1477,279492.56
1478,300514.97
1479,247945.27
1480,467774.47
1481,361747.53
1482,224865.61
1483,175961.36
1484,175509.42
1485,180324.56
1486,196492.95
1487,388631.44
1488,244538.94
1489,219579.8
1490,233738.78
1491,196492.95
1492,89145.3
1493,193154.69
1494,321975.3
1495,289778.3
1496,237470.25
1497,184943.6
1498,162677.73
1499,168771.27
1500,158754.53
1501,184042.83
1502,158526.94
1503,321975.3
1504,244165.2
1505,236083.94
1506,195872.05
1507,276458.56
1508,207039.73
1509,172516.1
1510,156315.62
1511,149703.77
1512,177331.23
1513,149936.33
1514,178230.9
1515,204440.81
1516,161114.2
1517,170954.1
1518,137441.81
1519,233041.84
1520,139543.31
1521,141853.56
1522,177052.66
1523,112435.93
1524,125153.37
1525,134301.94
1526,125153.37
1527,98319.64
1528,131972.45
1529,152594.45
1530,177331.23
1531,107264.7
1532,107187.65
1533,147891.67
1534,122674.02
1535,163297.48
1536,115456.34
1537,61254.035
1538,220405.23
1539,224442.17
1540,103995.35
1541,153983.98
1542,142384.44
1543,229688.77
1544,72855.5
1545,112869.3
1546,131896.34
1547,138218.03
1548,142426.28
1549,118675.66
1550,150007.19
1551,119565.984
1552,153983.98
1553,158754.53
1554,112435.93
1555,172516.1
1556,68326.23
1557,114348.78
1558,97114.41
1559,93818.555
1560,145387.38
1561,152684.72
1562,134301.94
1563,125153.37
1564,163297.48
1565,153657.45
1566,224634.12
1567,61254.035
1568,224634.12
1569,151868.47
1570,133430.02
1571,129808.555
1572,153983.98
1573,263719.16
1574,124742.42
1575,227670.7
1576,224865.61
1577,194787.36
1578,152684.72
1579,152338.83
1580,205937.75
1581,152594.45
1582,133419.02
1583,347578.16
1584,237470.25
1585,145726.97
1586,61254.035
1587,103585.79
1588,156571.25
1589,111058.89
1590,136466.39
1591,104680.36
1592,117152.7
1593,129416.914
1594,137576.02
1595,117152.7
1596,252467.25
1597,180232.95
1598,195872.05
1599,193674.64
1600,184298.62
1601,61254.035
1602,112121.305
1603,50868.105
1604,281632.5
1605,249259.02
1606,174250.5
1607,170963.53
1608,224568.61
1609,196492.95
1610,163297.48
1611,144673.33
1612,161735.48
1613,170333.27
1614,131896.34
1615,94093.52
1616,61254.035
1617,94930.0
1618,125153.37
1619,141016.16
1620,170954.1
1621,142286.83
1622,144673.33
1623,286730.6
1624,211308.02
1625,132659.83
1626,175509.42
1627,195872.05
1628,286730.6
1629,180996.17
1630,401468.6
1631,252840.98
1632,282100.22
1633,172536.9
1634,195952.77
1635,187763.98
1636,161735.48
1637,191779.67
1638,211605.02
1639,193060.69
1640,268730.78
1641,185259.52
1642,236871.66
1643,219367.8
1644,233041.84
1645,199277.45
1646,161735.48
1647,168771.27
1648,140753.11
1649,141077.03
1650,125153.37
1651,125153.37
1652,95812.35
1653,98218.31
1654,152684.72
1655,156481.28
1656,151868.47
1657,152025.6
1658,149860.89
1659,144673.33
1660,157131.75
1661,467512.8
1662,427107.84
1663,427107.84
1664,317742.75
1665,324708.8
1666,324714.3
1667,401468.6
1668,330113.0
1669,300514.97
1670,410563.47
1671,281306.03
1672,467774.47
1673,311560.56
1674,257561.11
1675,195872.05
1676,195872.05
1677,237498.88
1678,467512.8
1679,392823.1
1680,348924.47
1681,281306.03
1682,321975.3
1683,183835.64
1684,177331.23
1685,180776.5
1686,174890.31
1687,170333.27
1688,195778.05
1689,195872.05
1690,202759.88
1691,183590.89
1692,286696.38
1693,163297.48
1694,195872.05
1695,167063.56
1696,317350.3
1697,174250.5
1698,400348.9
1699,337476.38
1700,252840.98
1701,276709.88
1702,276709.88
1703,257561.11
1704,311560.56
1705,244165.2
1706,411220.75
1707,224568.61
1708,219282.8
1709,354667.3
1710,237096.52
1711,262157.25
1712,268439.22
1713,268439.22
1714,229913.62
1715,221716.77
1716,193060.69
1717,178230.9
1718,142286.83
1719,210257.5
1720,257561.11
1721,177331.23
1722,128318.04
1723,161735.48
1724,232976.33
1725,252840.98
1726,187683.27
1727,166290.81
1728,182826.64
1729,172536.9
1730,166290.81
1731,125153.37
1732,137576.02
1733,126068.67
1734,125348.13
1735,129148.93
1736,119098.34
1737,362867.22
1738,210247.66
1739,315429.25
1740,248591.7
1741,203220.39
1742,180324.56
1743,177883.64
1744,317079.97
1745,252840.98
1746,213567.11
1747,218409.2
1748,216465.75
1749,156411.42
1750,141497.64
1751,237096.52
1752,124606.266
1753,154941.6
1754,219282.8
1755,172516.1
1756,133430.02
1757,125153.37
1758,149936.33
1759,172516.1
1760,170054.69
1761,153500.33
1762,188692.34
1763,180324.56
1764,117086.625
1765,180324.56
1766,180597.56
1767,223518.1
1768,150007.19
1769,178230.9
1770,145678.62
1771,138218.03
1772,145726.97
1773,142286.83
1774,136042.3
1775,139182.17
1776,125153.37
1777,119098.34
1778,138200.89
1779,115481.78
1780,182599.25
1781,136042.3
1782,96622.18
1783,141762.53
1784,103492.05
1785,113931.71
1786,172828.6
1787,174890.31
1788,46293.113
1789,98319.64
1790,75034.65
1791,180324.56
1792,158754.53
1793,129871.51
1794,152594.45
1795,137452.42
1796,122674.02
1797,121577.69
1798,131972.45
1799,119098.34
1800,143737.67
1801,137576.02
1802,150850.73
1803,153983.98
1804,145726.97
1805,138986.14
1806,115703.69
1807,144673.33
1808,124606.266
1809,127011.875
1810,154692.84
1811,110335.805
1812,107015.72
1813,125153.37
1814,98218.31
1815,46293.113
1816,96622.18
1817,117467.31
1818,147883.64
1819,127087.445
1820,45272.85
1821,111943.14
1822,151868.47
1823,46293.113
1824,138986.14
1825,144517.17
1826,108875.45
1827,107187.65
1828,146988.45
1829,119362.45
1830,149703.77
1831,172516.1
1832,72773.74
1833,156571.25
1834,129378.07
1835,147768.34
1836,134400.33
1837,92309.64
1838,121967.055
1839,94093.52
1840,172536.9
1841,153983.98
1842,75384.95
1843,142286.83
1844,139751.75
1845,142683.19
1846,156315.62
1847,158754.53
1848,46293.113
1849,115943.38
1850,127770.95
1851,158754.53
1852,125153.37
1853,129808.555
1854,176416.06
1855,138218.03
1856,219348.31
1857,160580.0
1858,142286.83
1859,121577.69
1860,152917.28
1861,121577.69
1862,393661.62
1863,361077.5
1864,361077.5
1865,347578.16
1866,348924.47
1867,252840.98
1868,316852.94
1869,206558.66
1870,257561.11
1871,257561.11
1872,177331.23
1873,237096.52
1874,147891.67
1875,207249.28
1876,206558.66
1877,219579.8
1878,210544.66
1879,136042.3
1880,142683.19
1881,252840.98
1882,268439.22
1883,196492.95
1884,211148.67
1885,262157.25
1886,316852.94
1887,221507.22
1888,286730.6
1889,170333.27
1890,135122.97
1891,143892.98
1892,106911.73
1893,137213.86
1894,135835.66
1895,144673.33
1896,125153.37
1897,117152.7
1898,112435.93
1899,155653.4
1900,164167.53
1901,177331.23
1902,141016.16
1903,210313.17
1904,146706.5
1905,198194.31
1906,176593.19
1907,209197.14
1908,112461.37
1909,138218.03
1910,121577.69
1911,215984.67
1912,336301.84
1913,141497.64
1914,74580.22
1915,347578.16
1916,43725.945
1917,276709.88
1918,143191.89
1919,170954.1
1920,156964.94
1921,468409.56
1922,348924.47
1923,223518.1
1924,237470.25
1925,216821.69
1926,411467.56
1927,142286.83
1928,163297.48
1929,125153.37
1930,130254.26
1931,149523.53
1932,139751.75
1933,194370.2
1934,187683.27
1935,181699.58
1936,202679.16
1937,195858.77
1938,177331.23
1939,252840.98
1940,188635.81
