Id,SalePrice
1461,109281.16222850804
1462,136570.57255703316
1463,174942.25167882687
1464,196345.10502331099
1465,211630.96844855696
1466,172580.71407752985
1467,190338.92635306204
1468,161863.57048787095
1469,207756.04788193828
1470,117197.2207960285
1471,182396.24126423418
1472,104058.5217196293
1473,90520.54118532268
1474,151208.37659553275
1475,105902.0762204926
1476,356192.9961619013
1477,262328.680712978
1478,316820.3954937443
1479,313274.2689613132
1480,440761.3542285735
1481,312342.39929353655
1482,228923.02971143893
1483,172139.48398459284
1484,168339.1498658748
1485,197988.48475788895
1486,198402.53427121043
1487,327669.59607492597
1488,239673.05070566945
1489,195897.23996033997
1490,239744.52472960413
1491,195359.7752904863
1492,83615.36115098745
1493,223737.97327028925
1494,300096.69960938673
1495,287834.8373243116
1496,239928.60554654698
1497,172893.7639611176
1498,162016.14308770932
1499,162102.45466857206
1500,154015.5510557053
1501,193190.2481755009
1502,153403.55430731666
1503,286528.098745093
1504,240387.43172231526
1505,221759.85520496173
1506,195929.2755874648
1507,243515.19821890548
1508,195364.71018970874
1509,159009.13958063722
1510,141521.8905826395
1511,137721.6854474931
1512,175535.52141677297
1513,165491.41544306197
1514,155006.9762198435
1515,204122.23706475308
1516,156824.3174250538
1517,179693.4326496477
1518,121356.66467099905
1519,217733.44711242826
1520,121538.65289214824
1521,119774.59726696007
1522,187339.1642948098
1523,98998.50810078566
1524,130479.51056443085
1525,112083.70137272729
1526,118636.36528228398
1527,98536.4294507365
1528,142978.55025764822
1529,147955.14013748872
1530,229298.7828905495
1531,131077.17108675127
1532,103486.91629689245
1533,151031.8645223406
1534,132396.50175696472
1535,144650.31379378564
1536,95574.96857474523
1537,46585.19316864747
1538,168576.2311859316
1539,214545.8796799574
1540,132905.4821189401
1541,145911.3129180288
1542,137081.58269014733
1543,186061.66845230316
1544,79302.7840161362
1545,125173.36080460448
1546,139981.78517920233
1547,122313.34905799374
1548,149200.90539224446
1549,126712.28335119411
1550,139563.18415932904
1551,115607.68004640145
1552,147581.46486061974
1553,160434.84233592672
1554,123901.66386163747
