Id,SalePrice
1461,128218.555
1462,167529.66
1463,197205.81
1464,201899.2
1465,199162.4
1466,186649.81
1467,180311.7
1468,180905.42
1469,195994.47
1470,130069.71
1471,202679.94
1472,93286.33
1473,93757.32
1474,162550.78
1475,142707.48
1476,443464.94
1477,285280.94
1478,304759.9
1479,247935.9
1480,454607.75
1481,346759.47
1482,229635.34
1483,179400.95
1484,180905.42
1485,183408.08
1486,199708.28
1487,389934.1
1488,247565.62
1489,215434.47
1490,236397.67
1491,202970.77
1492,82605.055
1493,193859.67
1494,320778.78
1495,304759.9
1496,243568.55
1497,194919.97
1498,162763.73
1499,162763.73
1500,156817.08
1501,185595.31
1502,162144.78
1503,339152.88
1504,247565.62
1505,243518.9
1506,189237.11
1507,266384.94
1508,207872.61
1509,175621.81
1510,157808.44
1511,151374.94
1512,177058.39
1513,155040.27
1514,177553.48
1515,227161.1
1516,162869.62
1517,167506.08
1518,135674.19
1519,240364.25
1520,146026.95
1521,149409.33
1522,178725.25
1523,113720.75
1524,123075.96
1525,131793.86
1526,132004.5
1527,107158.016
1528,137854.1
1529,151880.12
1530,179456.55
1531,98241.836
1532,108813.65
1533,148150.77
1534,119298.11
1535,161488.02
1536,116346.65
1537,61185.61
1538,206159.02
1539,207108.08
1540,107724.44
1541,158764.3
1542,150345.75
1543,240314.61
1544,61185.61
1545,113544.805
1546,135674.19
1547,145194.98
1548,144105.92
1549,118935.41
1550,151880.12
1551,119209.04
1552,157846.27
1553,158386.6
1554,115874.85
1555,175621.81
1556,76856.02
1557,119660.734
1558,93286.33
1559,106077.91
1560,145679.84
1561,154902.0
1562,136443.92
1563,129218.836
1564,168677.84
1565,161056.78
1566,247565.62
1567,61185.61
1568,233890.4
1569,153664.28
1570,135288.25
1571,130625.96
1572,156498.23
1573,259129.2
1574,121386.68
1575,229635.34
1576,229635.34
1577,210924.7
1578,161056.78
1579,150151.62
1580,204288.53
1581,152762.05
1582,134519.66
1583,348372.9
1584,242483.14
1585,146131.4
1586,61185.61
1587,105462.66
1588,162869.62
1589,97108.27
1590,139817.56
1591,103807.055
1592,119660.734
1593,130139.086
1594,140128.19
1595,119198.56
1596,247565.62
1597,181108.02
1598,210452.06
1599,193949.83
1600,184588.6
1601,61185.61
1602,116546.41
1603,59842.742
1604,288391.28
1605,255301.55
1606,176335.42
1607,160356.88
1608,218927.39
1609,212206.16
1610,161488.02
1611,151105.47
1612,171220.86
1613,170977.9
1614,128092.164
1615,89737.055
1616,66457.23
1617,93286.33
1618,132921.86
1619,141795.4
1620,180794.17
1621,146131.4
1622,157129.42
1623,301415.06
1624,211108.72
1625,135692.33
1626,171243.98
1627,195837.22
1628,288391.28
1629,185595.31
1630,443464.94
1631,257767.8
1632,281898.12
1633,176335.42
1634,195091.17
1635,188107.77
1636,162869.62
1637,196235.67
1638,218889.4
1639,188107.77
1640,275101.6
1641,188555.14
1642,233890.4
1643,227986.03
1644,233940.05
1645,204845.66
1646,162763.73
1647,165090.31
1648,146260.28
1649,146131.4
1650,129218.836
1651,124809.93
1652,93286.33
1653,93757.32
1654,159716.83
1655,157239.67
1656,155887.36
1657,161056.78
1658,156398.3
1659,149795.27
1660,156817.08
1661,454607.75
1662,443464.94
1663,443464.94
1664,465846.7
1665,324739.62
1666,316344.72
1667,387666.62
1668,345898.72
1669,291736.12
1670,357452.12
1671,285097.3
1672,497688.88
1673,317539.5
1674,261523.52
1675,195837.22
1676,202970.77
1677,235895.28
1678,475667.94
1679,395041.66
1680,345898.72
1681,279216.12
1682,320739.12
1683,187881.14
1684,176335.42
1685,182820.78
1686,179456.55
1687,168677.84
1688,189237.11
1689,201910.62
1690,201899.2
1691,183408.08
1692,285280.94
1693,170977.9
1694,196010.98
1695,170977.9
1696,288391.28
1697,179722.62
1698,392955.12
1699,345898.72
1700,249684.52
1701,275261.72
1702,275261.72
1703,264906.47
1704,320778.78
1705,247565.62
1706,443464.94
1707,229635.34
1708,218927.39
1709,276475.8
1710,240150.34
1711,255301.55
1712,279428.9
1713,277842.0
1714,233940.05
1715,220864.8
1716,194865.12
1717,178725.25
1718,149795.27
1719,210924.7
1720,264746.34
1721,178742.94
1722,138945.81
1723,162869.62
1724,235895.28
1725,247565.62
1726,189237.11
1727,162121.44
1728,184602.7
1729,176335.42
1730,167506.08
1731,125729.13
1732,140753.98
1733,128218.555
1734,118966.31
1735,135160.45
1736,120335.45
1737,352097.56
1738,227986.03
1739,288391.28
1740,249685.73
1741,205900.16
1742,185595.31
1743,179722.62
1744,324073.75
1745,248497.7
1746,253141.5
1747,227986.03
1748,243532.47
1749,161056.78
1750,150719.53
1751,240199.98
1752,123075.96
1753,155435.47
1754,230441.14
1755,174035.36
1756,136224.55
1757,122713.26
1758,150345.75
1759,170264.3
1760,172408.33
1761,157227.31
1762,196151.31
1763,176335.42
1764,117672.836
1765,179456.55
1766,181025.31
1767,221302.78
1768,149449.94
1769,180311.7
1770,149449.94
1771,145194.98
1772,142824.31
1773,143493.97
1774,131793.86
1775,141140.8
1776,126091.836
1777,122150.914
1778,138790.52
1779,116546.41
1780,186649.81
1781,136953.58
1782,102374.47
1783,139521.64
1784,105646.27
1785,116546.41
1786,172811.14
1787,179699.12
1788,48349.65
1789,93286.33
1790,65140.96
1791,189451.83
1792,164782.38
1793,135692.33
1794,152443.2
1795,134219.89
1796,124089.39
1797,123207.77
1798,133733.12
1799,116546.41
1800,142855.2
1801,139817.56
1802,155040.27
1803,157808.44
1804,146131.4
1805,141140.8
1806,118445.45
1807,155040.27
1808,130069.71
1809,128666.79
1810,156498.23
1811,107724.44
1812,107724.44
1813,126091.836
1814,104060.3
1815,48349.65
1816,104060.3
1817,122668.56
1818,143688.9
1819,125548.25
1820,66546.734
1821,110350.34
1822,155887.36
1823,48349.65
1824,142178.64
1825,142178.64
1826,109661.85
1827,108813.65
1828,146851.97
1829,115943.97
1830,153300.67
