id,yield
15289,4332.360195108041
15290,6038.448905301462
15291,7308.122471210887
15292,4990.044522329459
15293,3830.427876989943
15294,4914.079680143122
15295,7268.89125533704
15296,6354.826745241344
15297,8606.271910807982
15298,4260.651220812393
15299,5792.647168103711
15300,5871.960721595702
15301,5489.715322872549
15302,5633.139286760942
15303,5060.325354046781
15304,4875.813340970542
15305,4848.585473701258
15306,6275.702318888148
15307,4961.576965636246
15308,5798.682732454257
15309,6156.583573623468
15310,7641.01580286529
15311,4807.271627069298
15312,5159.530312657372
15313,6373.438136814131
15314,5133.988960239556
15315,4657.448927989111
15316,8081.965450743509
15317,5618.272901094026
15318,7946.965404689325
15319,8245.002576339737
15320,7015.079044620984
15321,6541.713097887911
15322,3097.376931430418
15323,5825.749932608084
15324,2989.646319867347
15325,7210.019141024128
15326,6167.581602859793
15327,4240.051830835411
15328,7894.109740995997
15329,7800.789927880223
15330,5110.47325913537
15331,5691.718916209259
15332,6847.455544987101
15333,6337.800868404898
15334,5589.262642842192
15335,8142.149752099453
15336,4196.205079081051
15337,7588.551013243896
15338,6110.086875463773
15339,5507.350407502889
15340,6643.4191290335575
15341,5675.972754988729
15342,5375.3909627940275
15343,6638.20478530272
15344,5996.673471925517
15345,4524.306148334528
15346,6049.424021819353
15347,6239.433890243786
15348,4667.196865795451
15349,6421.238439575594
15350,4649.782050756347
15351,5997.014672762667
15352,5765.586002299921
15353,6918.303010522135
15354,4382.296903016509
15355,4537.299137068505
15356,6056.682452262412
15357,6144.241245735258
15358,6986.030408248347
15359,4990.959412333937
15360,4540.485375490587
15361,5623.691119852451
15362,5959.787245868115
15363,6610.10143473115
15364,5141.259058948028
15365,4519.591951998476
15366,4756.126420235961
15367,7717.937626579817
15368,4869.597363140973
15369,5822.269317940961
15370,6396.725850914645
15371,3758.1783890315555
15372,4850.206600882053
15373,6135.211727320012
15374,5635.745774012107
15375,5438.005569258796
15376,5890.709081631681
15377,5619.989301330591
15378,4811.614064909276
15379,5955.973112162107
15380,7425.299121415574
15381,6061.840806091919
15382,5848.209780068941
15383,7358.209593831575
15384,5157.741536740543
15385,4459.8727863313825
15386,4449.799780611526
15387,4435.961489813765
15388,6770.34327107788
15389,6099.41615930561
15390,8496.894593706249
15391,6346.303958153573
15392,7291.322536748532
15393,5819.336903691214
15394,5975.190466520868
15395,5505.157773735674
15396,6852.868312992072
15397,6887.840557601539
15398,5546.120418403896
15399,5486.015114309032
15400,4778.274968157641
15401,6114.285831728204
15402,6136.798107893945
15403,6050.940689851918
15404,7250.071482525046
15405,7565.068856180707
15406,8369.657917103943
15407,5681.001399343231
15408,7653.87360985954
15409,5799.981290477593
15410,5874.206485031968
15411,8387.62505949974
15412,6667.433492246369
15413,6711.153216617728
15414,5633.056285191289
15415,5902.3572472177
15416,6911.043146979286
15417,5707.549006853468
15418,7714.3477372126545
15419,4402.025973876574
15420,4247.945927904959
15421,6262.496785910403
15422,3922.8968400042177
15423,6640.59320177547
15424,6402.049901324063
15425,6974.813729947691
15426,3948.019086225475
15427,7681.849850584605
15428,6384.678551479571
15429,7465.889335731511
15430,6491.556340898167
15431,5256.941906586941
15432,5183.2046322240685
15433,4693.508275330272
15434,8517.185940661051
15435,4061.3616599639363
15436,4714.700279428921
15437,5031.279711363707
15438,5455.983605237314
15439,7467.031362863703
15440,5427.654857328147
15441,6472.863509277594
15442,5310.112622853684
15443,4670.354138388375
15444,5706.031407273383
15445,3809.5651686365227
15446,6594.627627026078
15447,6588.728639517463
15448,8174.712919617813
15449,8316.039256627253
15450,7106.5794088607545
15451,5235.121816373505
15452,4598.712612564512
15453,7491.305186672704
15454,6523.739879914138
15455,8416.812890467942
15456,6341.078759507231
15457,6288.4662431494235
15458,5623.933103384461
15459,6157.63166392894
15460,5693.258409354435
15461,5077.349742046211
15462,5143.261223591939
15463,6741.917450431125
15464,6213.69636679261
15465,6686.83775231855
15466,7301.248268133203
15467,7375.905388877678
15468,3723.8430091844116
15469,2881.050086338998
15470,7527.049181255954
15471,7400.196119355145
15472,6583.675091215832
15473,5229.401633923458
15474,6819.000881607094
15475,5140.360453185118
15476,5202.319369162928
15477,5604.525994511491
15478,4393.501217594808
15479,7428.406667580602
15480,6800.361482073853
15481,6425.978526112535
15482,6372.949096854557
15483,6712.03493455985
15484,6297.185630562339
15485,7508.796713608008
15486,6151.528984540466
15487,7980.887402862247
15488,7214.0020385215175
15489,5440.346016227723
15490,6139.173098231981
15491,6488.072150610904
15492,5213.8895193705785
15493,7344.632718843341
15494,6373.172569147976
15495,6908.992835278965
15496,6947.336469001231
15497,4749.536285902548
15498,6688.055981964985
15499,6428.386369242179
15500,7562.194662721494
15501,5486.317619158048
15502,7725.385611718664
15503,7514.3217146486895
15504,6858.770802279416
15505,6155.551953272513
15506,4562.807127320252
15507,4642.728983514173
15508,5980.513039415007
15509,4047.835936288088
15510,4989.542876313395
15511,6102.441185910555
15512,5284.229666997947
15513,6740.431500424162
15514,8041.875836367608
15515,6656.622126958586
15516,5136.507550507012
15517,7840.785181038682
15518,7113.893638676953
15519,7066.105798704023
15520,5629.385712564593
15521,6465.751478669805
15522,6376.085249469923
15523,6559.7983032805005
15524,7264.823859247705
15525,5209.211500451037
15526,5465.534478933747
15527,4542.811892376981
15528,4462.141124174469
15529,7524.810155902996
15530,6548.126844268681
15531,6653.650160638022
15532,7196.324081198411
15533,4761.604925602583
15534,8056.308314129061
15535,4188.281480347044
15536,6513.712049045471
15537,5408.886315720077
15538,6677.8481405889725
15539,7485.832945294479
15540,6075.523511329992
15541,6265.199923409808
15542,7169.887231515455
15543,7147.536334963331
15544,4627.645682237777
15545,4915.454624161905
15546,7663.655305594013
15547,5473.557654516294
15548,5898.799948894598
15549,7087.66624124454
15550,6617.787929080059
15551,7125.732941185064
15552,6340.516453583353
15553,4306.324780442381
15554,5511.383243699707
15555,5950.165919847076
15556,6731.977616999487
15557,7122.493840108818
15558,4191.6032811897285
15559,5532.7236116137865
15560,7918.305235611188
15561,5474.262632273252
15562,7616.197669332746
15563,6667.8296928284035
15564,4490.286066927824
15565,6336.465760068757
15566,6667.384550378152
15567,6541.724363202422
15568,3495.1764475780687
15569,4293.105389628569
15570,5161.928211361235
15571,5090.985948476135
15572,4190.50909291613
15573,5818.077319774825
15574,6115.298922067993
15575,6417.375566305897
15576,4453.033794035717
15577,5832.671440061791
15578,6522.765316110911
15579,3341.6948140774684
15580,7801.454008697414
15581,7350.560070357812
15582,6616.2563485148075
15583,3321.099536774499
15584,5345.121120085482
15585,4203.363498419867
15586,6260.725550704454
15587,8080.26999911438
15588,6367.35203311889
