id,yield
15289,4308.584945811719
15290,6104.8897473870165
15291,7255.203748412035
15292,4979.138286648997
15293,3674.9244652097664
15294,4960.2936515044075
15295,7218.544835564611
15296,6438.3123984684935
15297,8382.393774087432
15298,4230.197396403786
15299,5864.6942130519965
15300,5916.671090939988
15301,5536.390051868059
15302,5645.278141387915
15303,5062.729419897478
15304,4866.488506983746
15305,4855.984622826181
15306,6314.519399572579
15307,5015.478463953031
15308,5821.427776900192
15309,6184.512201941782
15310,7574.243755338591
15311,4339.953376672338
15312,5179.23037412131
15313,6397.106607142859
15314,5118.187298403638
15315,4586.084113689723
15316,7974.080171121974
15317,5659.653796226329
15318,7840.60851688829
15319,8130.2423004447355
15320,6989.747430777676
15321,6603.988337368537
15322,2690.5085956771986
15323,5897.8587511257365
15324,2617.3561832178348
15325,7134.4656282934975
15326,6182.4961452588095
15327,4180.353046874193
15328,7810.995873870706
15329,7733.68094670134
15330,5152.885289532435
15331,5772.023333071808
15332,6880.3276920208955
15333,6371.336741831995
15334,5600.172458005474
15335,8029.8359004788435
15336,4168.652877660066
15337,7526.812526220448
15338,6157.562696223466
15339,5509.122734580485
15340,6699.797061014941
15341,5718.721377937676
15342,5361.111991580187
15343,6704.799710294592
15344,6055.923133524291
15345,4468.395689646928
15346,6102.237956431701
15347,6271.341421196262
15348,4754.579518798456
15349,6504.287182007305
15350,4646.6820656915115
15351,6087.785446579507
15352,5849.006666316669
15353,6882.945874353414
15354,4335.191635090855
15355,4501.202200281719
15356,6072.192809901631
15357,6173.74939044345
15358,6991.032866043786
15359,4989.96180849871
15360,4457.180866573233
15361,5653.9594947396
15362,5996.754327538146
15363,6639.126258102008
15364,5100.696336734056
15365,4495.722573204765
15366,4748.829195886339
15367,7671.849184102629
15368,4936.391164850503
15369,5883.644877634937
15370,6427.5020363132935
15371,3375.0536322313224
15372,4850.850562891645
15373,6190.78569862852
15374,5678.3256043293895
15375,5491.756178537533
15376,5893.284889457079
15377,5670.346383602732
15378,4763.49226077119
15379,6032.1939064417675
15380,7358.281710869334
15381,6109.477809047212
15382,5911.390954254645
15383,7316.829702916227
15384,5198.745020622222
15385,4285.161127973375
15386,4350.61283800738
15387,4368.909236452628
15388,6780.641505064089
15389,6117.040904288056
15390,8329.036208873753
15391,6376.897842089071
15392,7244.1199276135785
15393,5835.426798075161
15394,6048.640914733108
15395,5550.830909356482
15396,6895.546753578799
15397,6881.474755430697
15398,5622.085155659493
15399,5574.345780293476
15400,4842.746297956545
15401,6155.43620170707
15402,6179.599379770442
15403,6104.285186228989
15404,7208.846270944208
15405,7536.944426111551
15406,8206.33349491618
15407,5705.84729804566
15408,7607.737024007067
15409,5854.687684357282
15410,5885.949941471823
15411,8262.277819231089
15412,6673.245906495962
15413,6733.50713104799
15414,5682.1226763997765
15415,5961.015717558335
15416,6926.139193661269
15417,5756.927790201065
15418,7585.335922584995
15419,4390.089027736682
15420,4159.334129341294
15421,6310.600554365411
15422,3694.285837131926
15423,6672.296773816206
15424,6430.221413282634
15425,6963.4216897586175
15426,3835.9350684355436
15427,7593.600225146949
15428,6388.454555932944
15429,7385.060069524016
15430,6506.803223771543
15431,5276.061351321227
15432,5213.3224941716435
15433,4738.927423643301
15434,8367.927003809325
15435,4005.890587393026
15436,4716.01054142168
15437,5020.6499432793335
15438,5498.357837910847
15439,7406.481334777571
15440,5445.048066493118
15441,6500.668179359947
15442,5401.683478097366
15443,4703.775342302976
15444,5754.995235643157
15445,3600.556541305451
15446,6596.225483834116
15447,6592.94269753218
15448,7979.355207311695
15449,8158.954500253738
15450,7083.326471959726
15451,5298.9285289609825
15452,4545.590120497662
15453,7474.225645345123
15454,6533.9028742041955
15455,8276.07741026314
15456,6429.249422285787
15457,6347.985833339953
15458,5650.490585791472
15459,6193.462560805299
15460,5724.722264715061
15461,5105.993206929284
15462,5192.640107567383
15463,6729.471420243279
15464,6283.330989379163
15465,6698.234493990666
15466,7300.352937962813
15467,7343.180770041747
15468,3497.8495388405963
15469,2506.1354498733026
15470,7439.218099465983
15471,7351.275964273833
15472,6594.536222877435
15473,5258.16828812236
15474,6834.149799351841
15475,5174.686892785077
15476,5265.629092759329
15477,5670.277316174385
15478,4467.446936405439
15479,7359.163745305974
15480,6794.430811257251
15481,6480.822526741146
15482,6347.322649313113
15483,6756.329326941229
15484,6310.3802955126
15485,7496.376097753683
15486,6184.123098535205
15487,7863.403209104866
15488,7142.899034443903
15489,5479.284982269642
15490,6201.546202405088
15491,6539.771929465922
15492,5210.004604543703
15493,7330.822302652677
15494,6378.925256887205
15495,6886.310462660082
15496,6937.136190548083
15497,4774.506029013295
15498,6695.178248911241
15499,6486.020013968895
15500,7471.709489575594
15501,5523.8136623314385
15502,7646.488017974241
15503,7463.6072690933115
15504,6795.162386739852
15505,6188.853409502222
15506,4520.325794260112
15507,4683.97335323604
15508,6058.676748296889
15509,4021.4324225631153
15510,5020.509810597652
15511,6155.509305976445
15512,5343.30369471759
15513,6728.15561542856
15514,7867.525659473035
15515,6695.075650270131
15516,5149.764053610722
15517,7731.14089490747
15518,7096.444704053158
15519,7090.018731520023
15520,5644.710825500381
15521,6498.972712488216
15522,6367.563943589562
15523,6582.650626967732
15524,7200.710266933132
15525,5218.473723378278
15526,5498.037664498971
15527,4491.350679225701
15528,4302.710704208788
15529,7452.094534139315
15530,6564.194724807392
15531,6658.6868082781
15532,7177.825624723388
15533,4802.574558866751
15534,7951.547360613846
15535,4070.772120696597
15536,6534.490446502463
15537,5492.398647681164
15538,6671.032456685779
15539,7422.510984459096
15540,6151.352380697704
15541,6349.989508328702
15542,7145.3277383867335
15543,7118.092082620929
15544,4655.864022384228
15545,4925.963390773476
15546,7556.867531611324
15547,5493.784000038118
15548,5964.245227483692
15549,7086.718103163367
15550,6652.118525031396
15551,7106.788179856416
15552,6395.5849098515955
15553,4299.48305185049
15554,5538.811548841042
15555,5999.398626078391
15556,6763.049875167685
15557,7080.619662025057
15558,4115.798342419007
15559,5569.62398470741
15560,7782.798837753111
15561,5508.619083657262
15562,7553.351849597295
15563,6701.628774998694
15564,4414.677348914509
15565,6389.218558625394
15566,6687.945230485862
15567,6555.886884537724
15568,3241.779637335094
15569,4257.368301406062
15570,5277.988833651283
15571,5169.76462753424
15572,4125.510452172698
15573,5851.610202586637
15574,6193.56354405522
15575,6468.476655743957
15576,4358.599273796989
15577,5908.8364810824705
15578,6570.133513973335
15579,3206.3335128605745
15580,7676.675541116524
15581,7352.26948189255
15582,6656.340450446005
15583,3048.6604779737304
15584,5386.765765540442
15585,4136.006878777171
15586,6274.3082355307615
15587,7953.580293332092
15588,6427.691889322997
15589,5727.741126847596
15590,5091.148991064484
15591,5961.887059816243
15592,7874.459125127801
15593,7234.409287115756
15594,6855.0168634137235
15595,4417.21072484865
15596,4736.497011424742
15597,5070.899057685453
15598,5293.787086503718
15599,5598.794732163487
15600,5556.411003538491
15601,6134.199458202366
15602,7683.029009246789
15603,5012.602068149832
15604,7348.120173782953
15605,6420.7166868865415
15606,7578.354682831086
15607,5803.950928037496
15608,6815.406864487787
15609,7331.600610432832
15610,6523.001973871834
15611,4687.051871484683
15612,5131.0712044453
15613,6457.764301994572
15614,4567.41574657455
15615,6270.281596042482
15616,6098.43712684466
15617,5390.339753195119
15618,6523.106377272648
15619,6827.095787715652
15620,4985.970100309961
15621,4311.421660045418
15622,4220.938655228995
15623,5448.947046003972
15624,5247.053269645448
15625,4172.027773476066
15626,7442.874115681688
15627,5519.478721294999
15628,5757.816984882501
15629,5900.016799644962
15630,5236.959929085687
15631,5758.815887673008
15632,5953.653705421132
15633,4977.3786860169075
15634,7048.326859493894
15635,5292.728416413937
15636,7512.770305701974
15637,5720.714698004969
15638,5665.554136941864
15639,4201.747696924294
15640,5569.524415684218
15641,7099.810194228978
15642,6610.129750942774
15643,4551.099845251936
15644,6156.578858292037
15645,5497.993651158643
15646,5608.547344358981
15647,7961.684908856918
15648,5733.237044026322
15649,6782.081528074805
15650,7995.903003919868
15651,5549.632694519098
15652,8062.245789461933
15653,4965.96802806163
15654,6816.446734974886
15655,4916.775843061134
15656,7173.572787709632
15657,5353.039613175019
15658,6739.873792309163
15659,7197.486099704128
15660,7727.597714812222
15661,7432.515522316639
15662,6831.222165287137
15663,7342.2457597922385
15664,4337.9835198792925
15665,4364.409285922264
15666,4733.398648768747
15667,6660.757864172179
15668,7384.84369499262
15669,5093.732762038163
15670,6575.523816106487
15671,5776.776847721947
15672,5380.456202088299
15673,6941.1588936296985
15674,6239.02555695002
15675,4691.119517328441
15676,5526.674709108864
15677,5305.925264342343
15678,7498.200306288635
15679,6367.234599821233
15680,4808.941122668398
15681,7335.239046182687
15682,6210.9287959131
15683,5657.71850567373
15684,6616.011955066084
15685,6831.416236067031
15686,7824.677661071108
15687,5606.097274274594
15688,7340.887496786138
15689,7321.15901517411
15690,6771.800557986276
15691,6224.3974191583375
15692,5138.490205007739
15693,6691.692767529227
15694,6664.509420751358
15695,6224.342728858314
15696,7235.753032218805
15697,5332.114779837779
15698,7256.070784813743
15699,5528.330100536807
15700,7339.658560028261
15701,4113.63564184025
15702,4711.876202809971
15703,3135.603244894668
15704,4479.93157640587
15705,6056.998091402277
15706,6583.50857096791
15707,6041.530498228326
15708,6272.318073525914
15709,7052.378980911439
15710,6710.08182392335
15711,6381.486343455379
15712,7120.28769204374
15713,5571.4393515635065
15714,4592.589150478321
15715,5542.084150762806
15716,6452.563520598925
15717,5058.286020790164
15718,5445.930188888287
15719,6142.302468724137
15720,5723.812067736137
15721,5459.934500876069
15722,6828.324293274259
15723,6348.540057915372
15724,5103.925174394091
15725,5482.859558327727
15726,6868.197270004155
15727,6957.421153039053
15728,5043.65144962826
15729,5550.028367921247
15730,4830.715629893366
15731,5174.632926003466
15732,7508.549108142985
15733,6536.050258913392
15734,7361.464531460381
15735,5252.929948760518
15736,6665.962814790443
15737,6772.868574688255
15738,3406.9856740977707
15739,3912.666722146126
15740,7261.385685220739
15741,5581.825486525335
15742,6049.433543243655
15743,4555.587363814174
15744,6902.520654739768
15745,7746.96795412096
15746,6364.960507067664
15747,5393.993906946007
15748,7220.50589380902
15749,5613.737525282428
15750,6092.604729117462
15751,5429.437446739552
15752,5840.223493513027
15753,6515.4439185904
15754,6153.7548209529405
15755,5813.765142793225
15756,6780.309079601271
15757,5499.607356046877
15758,5541.796394237342
15759,5587.104332718924
15760,5714.130528029262
15761,5167.870062506336
15762,3305.0004379961806
15763,5776.277615522167
15764,7933.1466384332
15765,7227.342166611918
15766,8282.605918874744
15767,5932.994261416869
15768,5443.611906033803
15769,4552.394557007522
15770,4242.27989940145
15771,5356.265650153528
15772,5744.986753978627
15773,6535.694961894837
15774,3725.561811183025
15775,6487.941237133095
15776,5832.762104991231
15777,7704.080337955019
15778,6037.148221373479
15779,7702.33995589916
15780,6166.93059741687
15781,6453.398313195382
15782,6817.406922916211
15783,7949.360272324675
15784,7729.645351003884
15785,7854.7186499610625
