id,yield
15289,4282.4978414636535
15290,6331.306313101613
15291,7196.949886079974
15292,4889.692278749213
15293,3631.7693434372813
15294,5222.725310915663
15295,7219.478037345994
15296,6634.561309676927
15297,8039.512594760807
15298,4167.749769944236
15299,5930.419166454432
15300,5903.926188226721
15301,5592.552915746859
15302,5706.624097844007
15303,5070.507423062172
15304,4843.749828024742
15305,4655.904574134493
15306,6470.0693112043045
15307,4944.389996017871
15308,5957.450315848985
15309,6378.195925399272
15310,7545.0550971484845
15311,28067.631908172345
15312,5185.192983385288
15313,6432.67326328548
15314,4979.030847473132
15315,4568.8107609515755
15316,7936.05258436015
15317,5705.227158526799
15318,7829.014103032689
15319,8069.585266665559
15320,6985.350534644672
15321,6748.660745674835
15322,3690.0518010029373
15323,5958.279354553593
15324,3098.3239906588024
15325,7098.651659787156
15326,6289.963427263402
15327,4174.1894837434265
15328,7847.801678803724
15329,7573.2372150055635
15330,5078.7760595941545
15331,5938.641652072034
15332,7027.315660087574
15333,6535.50615814883
15334,5548.915859357103
15335,7954.387640662597
15336,4360.991082298311
15337,7500.933791120235
15338,7119.962961150781
15339,5535.114795500096
15340,6871.974397622307
15341,5739.922751353002
15342,5122.970415029602
15343,6756.341869868975
15344,6154.51849788935
15345,4259.9713916188375
15346,6231.363237260537
15347,6257.174840069132
15348,5029.31238893521
15349,6548.929732663044
15350,4643.300789153433
15351,6414.793304915791
15352,5890.6652298020235
15353,6694.343398590827
15354,4385.004395237371
15355,4371.208324307434
15356,6352.108416738027
15357,6302.233612801163
15358,7003.760464884697
15359,4969.219144414594
15360,4206.476181531707
15361,5689.831792499915
15362,5986.97843771396
15363,6758.150343784178
15364,4953.896400724119
15365,4346.435784856065
15366,4790.237240578401
15367,7537.7831297128905
15368,4810.488664675973
15369,5748.342930353678
15370,6434.4306666536795
15371,3299.672581847877
15372,4771.341303531288
15373,6323.423439609966
15374,5725.1075584739265
15375,5450.633138820467
15376,5974.664765052552
15377,5743.733389820059
15378,4675.637399932992
15379,6054.779765630155
15380,7329.645548257318
15381,6234.200980437452
15382,5720.465216061522
15383,7431.144303016645
15384,5243.342645068598
15385,4824.512518598876
15386,3909.9293068192237
15387,4386.052756602487
15388,6800.792972146855
15389,6162.659668469369
15390,8154.543521463729
15391,6449.768266271454
15392,7198.410592867465
15393,5831.146885008279
15394,6150.054266076095
15395,5658.212018350143
15396,6849.970655135581
15397,6823.6725786788775
15398,5877.9771395512835
15399,5698.062332651392
15400,4963.753263076716
15401,6307.920641365326
15402,6297.572361160783
15403,6261.307551998067
15404,7187.332588506273
15405,7579.674497499145
15406,8172.907964623428
15407,5680.606601423273
15408,7540.608194086151
15409,5924.208167483157
15410,5937.797969344421
15411,8228.428998179563
15412,6721.512665202949
15413,6850.600072088175
15414,5712.110344060589
15415,5945.9513669622775
15416,6992.658404800943
15417,5903.832677843635
15418,7378.456741617527
15419,4346.893781951807
15420,3966.4041806804053
15421,6275.560007528149
15422,3631.142638599533
15423,6438.928096507681
15424,6617.242406685127
15425,7018.744818169984
15426,3685.7209839228926
15427,7528.862584951825
15428,6446.711779027128
15429,7456.250955425065
15430,6817.459494114909
15431,5535.506238643295
15432,5262.374719973075
15433,4490.262687970058
15434,8342.948811761784
15435,4059.5988718476183
15436,4711.222348626605
15437,4984.63856808222
15438,5794.754484526158
15439,6829.984777973903
15440,5493.479369882731
15441,6643.869797323343
15442,5200.570115254381
15443,4660.799000059949
15444,5789.145476925962
15445,3562.643094823583
15446,6692.997512340706
15447,6624.7480955982655
15448,7403.488950838288
15449,7901.654488737888
15450,7211.661150667169
15451,5339.267794622418
15452,4365.6310066107835
15453,7585.671009984591
15454,7347.784755453587
15455,8265.836014916833
15456,6318.403603689763
15457,6592.421590876449
15458,5685.830831795233
15459,6314.795548767238
15460,5652.15874787786
15461,4864.674442367967
