id,yield
15289,4298.580715268423
15290,6102.783335370066
15291,7245.792191796485
15292,4968.90718217328
15293,3674.1032738629406
15294,4959.514578644013
15295,7211.353538056479
15296,6435.040946419756
15297,8374.611824654221
15298,4222.867727377805
15299,5863.275434023611
15300,5908.254288919592
15301,5529.726784890232
15302,5645.196016760733
15303,5061.734864977584
15304,4863.632236397931
15305,4843.673707030999
15306,6313.109651776205
15307,5012.00588444809
15308,5822.662961399153
15309,6181.426333185869
15310,7565.502503740485
15311,4404.361856064577
15312,5171.25656722087
15313,6390.8499829772645
15314,5107.11879323857
15315,4584.008958627482
15316,7965.806739341922
15317,5652.474696802398
15318,7831.53010277957
15319,8130.955242975662
15320,6980.9462221745725
15321,6602.880670542372
15322,2688.714873641669
15323,5896.753302065661
15324,2614.9822570207107
15325,7127.878617319655
15326,6181.448535165058
15327,4170.594100583454
15328,7811.0461171907755
15329,7726.363751552956
15330,5149.036085137584
15331,5761.931086166497
15332,6871.144107614499
15333,6371.0494224001895
15334,5592.803455987379
15335,8023.8384099820405
15336,4158.5554246599595
15337,7527.412666436325
15338,6157.34229881191
15339,5509.028317766706
15340,6698.78708491502
15341,5708.661452316195
15342,5351.941423767915
15343,6701.559133372157
15344,6055.307257846502
15345,4459.861969651872
15346,6100.7634606744205
15347,6263.802184783522
15348,4746.571183279719
15349,6503.386523666359
15350,4636.790836602265
15351,6086.603809255721
15352,5847.447330366505
15353,6875.935579808662
15354,4325.067932632977
15355,4489.914731560624
15356,6061.426684922142
15357,6175.007683083302
15358,6981.368001330953
15359,4980.068418617772
15360,4455.973619380845
15361,5644.673701411287
15362,5986.735916942155
15363,6629.322489791639
15364,5100.052443991992
15365,4492.899358813738
15366,4746.320124381436
15367,7670.896397311093
15368,4933.537153052985
15369,5880.089407952949
15370,6418.432237890329
15371,3374.1925589968387
15372,4847.85986674641
15373,6189.529155553488
15374,5668.664922825841
15375,5481.088701899447
15376,5893.609114986257
15377,5660.806082772407
15378,4758.126389273885
15379,6031.0184538982485
15380,7351.233972570103
15381,6106.900440773045
15382,5898.0409995713135
15383,7317.793590306201
15384,5198.917049998509
15385,4273.852479910162
15386,4345.404425559955
15387,4367.543828938659
15388,6770.617739569751
15389,6108.108131320795
15390,8322.915204351968
15391,6377.846366130726
15392,7237.253605772148
15393,5835.340802825654
